Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Lipidation
Q8BHD0,reviewed,RB39A_MOUSE,Ras-related protein Rab-39A (Rab-39),Rab39a Rab39,Mus musculus (Mouse),217,"LIPID 215; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P20336""; LIPID 217; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P20336"""
Q8BHH2,reviewed,RAB9B_MOUSE,Ras-related protein Rab-9B,Rab9b,Mus musculus (Mouse),201,"LIPID 200; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 201; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8BKV1,reviewed,GPC2_MOUSE,Glypican-2 [Cleaved into: Secreted glypican-2],Gpc2,Mus musculus (Mouse),579,"LIPID 556; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q8BL86,reviewed,MBLC2_MOUSE,Acyl-coenzyme A thioesterase MBLAC2 (Acyl-CoA thioesterase MBLAC2) (EC 3.1.2.2) (Beta-lactamase MBLAC2) (EC 3.5.2.6) (Metallo-beta-lactamase domain-containing protein 2) (Palmitoyl-coenzyme A thioesterase MBLAC2),Mblac2,Mus musculus (Mouse),279,"LIPID 254; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q68D91"""
Q8BMC0,reviewed,LPAR6_MOUSE,Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5),Lpar6 P2ry5 P2y5,Mus musculus (Mouse),344,"LIPID 284; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q8BXA1,reviewed,GOLI4_MOUSE,Golgi integral membrane protein 4 (Decapacitation factor 10) (Golgi phosphoprotein 4),Golim4 Df10 Golph4,Mus musculus (Mouse),655,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O00461"""
Q8C4W3,reviewed,NRN1L_MOUSE,Neuritin-like protein (Candidate plasticity gene 15-2 protein),Nrn1l Cpg15-2,Mus musculus (Mouse),162,"LIPID 136; /note=""GPI-anchor amidated alanine""; /evidence=""ECO:0000255"""
Q8CB87,reviewed,RAB44_MOUSE,Ras-related protein Rab-44,Rab44,Mus musculus (Mouse),973,"LIPID 971; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 972; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8CHX7,reviewed,RFTN2_MOUSE,Raftlin-2 (Raft-linking protein 2),Rftn2,Mus musculus (Mouse),500,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250""; LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q8JZS7,reviewed,HMGC2_MOUSE,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1)",Hmgcll1,Mus musculus (Mouse),343,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q8K561,reviewed,OTOAN_MOUSE,Otoancorin,Otoa,Mus musculus (Mouse),1137,"LIPID 1113; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
Q8K5A4,reviewed,RSLAA_MOUSE,Ras-like protein family member 10A (EC 3.6.5.2) (Ras-like protein RRP22) (Ras-related protein on chromosome 22 homolog),Rasl10a Rrp22,Mus musculus (Mouse),203,"LIPID 200; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q8R2G4,reviewed,NAR3_MOUSE,Ecto-ADP-ribosyltransferase 3 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3),Art3,Mus musculus (Mouse),371,"LIPID 345; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000250"""
Q8VHP8,reviewed,RB40B_MOUSE,Ras-related protein Rab-40B (SOCS box-containing protein RAR),Rab40b,Mus musculus (Mouse),278,"LIPID 270; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255""; LIPID 275; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8VHQ4,reviewed,RB40C_MOUSE,Ras-related protein Rab-40C (SOCS box-containing protein RAR3),Rab40c,Mus musculus (Mouse),281,"LIPID 273; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255""; LIPID 278; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8VHV1,reviewed,BAALC_MOUSE,Brain and acute leukemia cytoplasmic protein,Baalc,Mus musculus (Mouse),145,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q920K5""; LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q920K5"""
Q91VN4,reviewed,MIC25_MOUSE,MICOS complex subunit Mic25 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6),Chchd6 Mic25,Mus musculus (Mouse),273,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q91WJ0,reviewed,FRS3_MOUSE,Fibroblast growth factor receptor substrate 3 (FGFR substrate 3) (FRS2-beta),Frs3 Frs2b,Mus musculus (Mouse),492,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q91X05,reviewed,PODO_MOUSE,Podocin,Nphs2,Mus musculus (Mouse),385,"LIPID 103; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q91X97,reviewed,NCALD_MOUSE,Neurocalcin-delta,Ncald D15Ertd412e,Mus musculus (Mouse),193,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q91YK8,reviewed,LYPD3_MOUSE,Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog),Lypd3 C4.4a,Mus musculus (Mouse),363,"LIPID 343; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q920S2,reviewed,PRS41_MOUSE,Serine protease 41 (EC 3.4.21.-) (Testis serine protease 1) (TESSP-1),Prss41 Tessp1,Mus musculus (Mouse),322,"LIPID 296; /note=""GPI-anchor amidated asparagine""; /evidence=""ECO:0000255"""
Q923M0,reviewed,PP16A_MOUSE,Protein phosphatase 1 regulatory subunit 16A (Myosin phosphatase targeting subunit 3),Ppp1r16a Mypt3,Mus musculus (Mouse),524,"LIPID 520; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305""; LIPID 521; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000305|PubMed:11336659"""
Q99JG3,reviewed,ANX13_MOUSE,Annexin A13 (Annexin XIII) (Annexin-13),Anxa13,Mus musculus (Mouse),317,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P27216"""
Q99MB7,reviewed,RN141_MOUSE,RING finger protein 141 (Zinc finger protein 230),Rnf141 Znf230,Mus musculus (Mouse),230,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q8WVD5"""
Q99PE9,reviewed,ARL4D_MOUSE,ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L) (ADP-ribosylation factor-like protein 5),Arl4d Arf4l Arl5,Mus musculus (Mouse),201,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q99PJ0,reviewed,NTRI_MOUSE,Neurotrimin,Ntm Hnt Nt,Mus musculus (Mouse),344,"LIPID 321; /note=""GPI-anchor amidated asparagine; alternate""; /evidence=""ECO:0000255"""
Q9CPZ1,reviewed,FAME_MOUSE,Factor associated with metabolism and energy (Protein CCDC198),Ccdc198 C14orf105 Fame,Mus musculus (Mouse),294,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000305|PubMed:37248239"""
Q9CQ86,reviewed,MIEN1_MOUSE,Migration and invasion enhancer 1,Mien1 Rdx12,Mus musculus (Mouse),115,"LIPID 112; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9CQE5,reviewed,RGS10_MOUSE,Regulator of G-protein signaling 10 (RGS10),Rgs10,Mus musculus (Mouse),181,"LIPID 74; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O43665"""
Q9CQS8,reviewed,SC61B_MOUSE,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),96,"LIPID 39; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q9CR61,reviewed,NDUB7_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit),Ndufb7,Mus musculus (Mouse),137,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q9CRA0,reviewed,NAR4_MOUSE,Ecto-ADP-ribosyltransferase 4 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 4) (ARTC4) (Mono(ADP-ribosyl)transferase 4) (NAD(P)(+)--arginine ADP-ribosyltransferase 4) (CD antigen CD297),Art4,Mus musculus (Mouse),300,"LIPID 264; /note=""GPI-anchor amidated alanine""; /evidence=""ECO:0000255"""
Q9CZQ6,reviewed,RAE1E_MOUSE,Retinoic acid early-inducible protein 1-epsilon (RAE-1-epsilon),Raet1e,Mus musculus (Mouse),251,"LIPID 225; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9D1H6,reviewed,NDUF4_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa homolog),Ndufaf4 Hrpap20,Mus musculus (Mouse),173,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9P032"""
Q9D869,reviewed,CHP2_MOUSE,Calcineurin B homologous protein 2 (Hepatocellular carcinoma-associated antigen 520 homolog),Chp2 Hca520,Mus musculus (Mouse),196,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q9D920,reviewed,BORC5_MOUSE,BLOC-1-related complex subunit 5,Borcs5,Mus musculus (Mouse),195,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q969J3"""
Q9JJK2,reviewed,LANC2_MOUSE,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),Lancl2 Tasp,Mus musculus (Mouse),450,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q9JKM7,reviewed,RAB37_MOUSE,Ras-related protein Rab-37,Rab37,Mus musculus (Mouse),223,"LIPID 219; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 220; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9JLT2,reviewed,TREA_MOUSE,"Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)",Treh,Mus musculus (Mouse),576,"LIPID 553; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9JMC3,reviewed,DNJA4_MOUSE,DnaJ homolog subfamily A member 4 (MmDjA4),Dnaja4,Mus musculus (Mouse),397,"LIPID 394; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q9JMF3,reviewed,GBG13_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13,Gng13,Mus musculus (Mouse),67,"LIPID 64; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q9QYJ0,reviewed,DNJA2_MOUSE,DnaJ homolog subfamily A member 2 (mDj3),Dnaja2,Mus musculus (Mouse),412,"LIPID 409; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O60884"""
Q9QYS1,reviewed,WNT16_MOUSE,Protein Wnt-16,Wnt16,Mus musculus (Mouse),364,"LIPID 226; /note=""O-palmitoleoyl serine; by PORCN""; /evidence=""ECO:0000250|UniProtKB:P56704"""
Q9QYZ9,reviewed,PRS30_MOUSE,Serine protease 30 (EC 3.4.21.-) (Distal intestinal serine protease) (Transmembrane serine protease 8),Prss30 Disp Tmprss8,Mus musculus (Mouse),310,"LIPID 281; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9R087,reviewed,GPC6_MOUSE,Glypican-6 [Cleaved into: Secreted glypican-6],Gpc6,Mus musculus (Mouse),555,"LIPID 530; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9WTL2,reviewed,RAB25_MOUSE,Ras-related protein Rab-25,Rab25,Mus musculus (Mouse),213,"LIPID 209; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 210; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9WU67,reviewed,LY6I_MOUSE,Lymphocyte antigen 6I (Ly-6I) (Lymphocyte antigen 6M) (Ly-6M),Ly6i Ly6m,Mus musculus (Mouse),134,"LIPID 112; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
Q9Z0L1,reviewed,S1PR4_MOUSE,Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Lysophospholipid receptor C1) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6),S1pr4 Edg6 Lpc1 S1p4,Mus musculus (Mouse),386,"LIPID 325; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q9Z1Q4,reviewed,LY66C_MOUSE,Lymphocyte antigen 6 complex locus protein G6c,Ly6g6c Ng24,Mus musculus (Mouse),126,"LIPID 100; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
A2TJV2,reviewed,PALM3_MOUSE,Paralemmin-3,Palm3,Mus musculus (Mouse),734,"LIPID 728; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 730; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 731; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
O54798,reviewed,BRS3_MOUSE,Bombesin receptor subtype-3 (BRS-3),Brs3,Mus musculus (Mouse),399,"LIPID 347; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
P0CW02,reviewed,LY6C1_MOUSE,Lymphocyte antigen 6C1 (Ly-6C1),Ly6c1,Mus musculus (Mouse),131,"LIPID 109; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
P0CW03,reviewed,LY6C2_MOUSE,Lymphocyte antigen 6C2 (Ly-6C2),Ly6c2 Ly6c,Mus musculus (Mouse),131,"LIPID 109; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
P35294,reviewed,RAB19_MOUSE,Ras-related protein Rab-19,Rab19,Mus musculus (Mouse),217,"LIPID 215; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 217; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
P35460,reviewed,LY6F_MOUSE,Lymphocyte antigen 6F (Ly-6F) (Ly-6F.1),Ly6f,Mus musculus (Mouse),134,"LIPID 112; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
P35461,reviewed,LY6G_MOUSE,Lymphocyte antigen 6G (Ly-6G) (Ly-6G.1),Ly6g,Mus musculus (Mouse),134,"LIPID 105; /note=""GPI-anchor amidated asparagine""; /evidence=""ECO:0000255"""
P41149,reviewed,MC5R_MOUSE,Melanocortin receptor 5 (MC5-R),Mc5r,Mus musculus (Mouse),325,"LIPID 311; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255""; LIPID 312; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
P50153,reviewed,GBG4_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4,Gng4 Gngt4,Mus musculus (Mouse),75,"LIPID 72; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
P57096,reviewed,PSCA_MOUSE,Prostate stem cell antigen,Psca,Mus musculus (Mouse),123,"LIPID 95; /note=""GPI-anchor amidated asparagine""; /evidence=""ECO:0000250"""
P59913,reviewed,PCMD1_MOUSE,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,Pcmtd1,Mus musculus (Mouse),357,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q96MG8"""
P61208,reviewed,ARL4C_MOUSE,ADP-ribosylation factor-like protein 4C (ADP-ribosylation factor-like 7),Arl4c Arl7,Mus musculus (Mouse),192,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
P61953,reviewed,GBG11_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,Gng11 Gngt11,Mus musculus (Mouse),73,"LIPID 70; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
P62748,reviewed,HPCL1_MOUSE,Hippocalcin-like protein 1 (Neural visinin-like protein 3) (NVL-3) (NVP-3) (Visinin-like protein 3) (VILIP-3),Hpcal1,Mus musculus (Mouse),193,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P37235"""
P63042,reviewed,STMN4_MOUSE,Stathmin-4 (Stathmin-like protein B3) (RB3),Stmn4,Mus musculus (Mouse),189,"LIPID 20; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 22; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
P70261,reviewed,PALD_MOUSE,Paladin,Pald1 Pald,Mus musculus (Mouse),859,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
P97950,reviewed,RB33A_MOUSE,Ras-related protein Rab-33A (Small GTP-binding protein S10),Rab33a Rabs10,Mus musculus (Mouse),237,"LIPID 235; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 237; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q3SXC5,reviewed,ARL14_MOUSE,ADP-ribosylation factor-like protein 14 (ADP-ribosylation factor 7),Arl14 Arf7,Mus musculus (Mouse),192,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q3TCJ8,reviewed,CCD69_MOUSE,Coiled-coil domain-containing protein 69,Ccdc69 D11Ertd461e,Mus musculus (Mouse),202,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q3TGW2,reviewed,EEPD1_MOUSE,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,Eepd1 Kiaa1706,Mus musculus (Mouse),569,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q4KL14,reviewed,TPC3L_MOUSE,Trafficking protein particle complex subunit 3-like protein (TRAPPC3-like protein) (BET3-like protein),Trappc3l Bet3l,Mus musculus (Mouse),181,"LIPID 68; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q5PR73,reviewed,DIRA2_MOUSE,GTP-binding protein Di-Ras2 (Distinct subgroup of the Ras family member 2),Diras2,Mus musculus (Mouse),199,"LIPID 196; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q61017,reviewed,GBGT2_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 (G gamma-C) (G-gamma-8),Gngt2 Gng8 Gngt8,Mus musculus (Mouse),69,"LIPID 66; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q6P068,reviewed,ARL5C_MOUSE,ADP-ribosylation factor-like protein 5C (ADP-ribosylation factor-like protein 12),Arl5c Arl12,Mus musculus (Mouse),179,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q6P3A1,reviewed,STMD1_MOUSE,Stathmin domain-containing protein 1,Stmnd1 Gm1574,Mus musculus (Mouse),279,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q6P3A9,reviewed,ARL11_MOUSE,ADP-ribosylation factor-like protein 11,Arl11,Mus musculus (Mouse),176,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q7TSH2,reviewed,KPBB_MOUSE,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),Phkb,Mus musculus (Mouse),1085,"LIPID 1082; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P12798"""
Q80ZQ0,reviewed,SACA4_MOUSE,Sperm acrosome membrane-associated protein 4,Spaca4,Mus musculus (Mouse),127,"LIPID 97; /note=""GPI-anchor amidated asparagine""; /evidence=""ECO:0000250|UniProtKB:Q8TDM5"""
Q80ZU0,reviewed,ARL5A_MOUSE,ADP-ribosylation factor-like protein 5A,Arl5a Arl5,Mus musculus (Mouse),179,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q8BGH7,reviewed,C42S2_MOUSE,CDC42 small effector protein 2,Cdc42se2,Mus musculus (Mouse),84,"LIPID 10; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 11; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q8BGZ1,reviewed,HPCL4_MOUSE,Hippocalcin-like protein 4 (Neural visinin-like protein 2) (NVP-2),Hpcal4,Mus musculus (Mouse),191,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q8BHD8,reviewed,PCMD2_MOUSE,Protein-L-isoaspartate O-methyltransferase domain-containing protein 2,Pcmtd2,Mus musculus (Mouse),359,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q8BHL7,reviewed,C42S1_MOUSE,CDC42 small effector protein 1,Cdc42se1,Mus musculus (Mouse),80,"LIPID 10; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 11; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q8BR26,reviewed,IFM10_MOUSE,Interferon-induced transmembrane protein 10 (Dispanin subfamily A member 3) (DSPA3),Ifitm10,Mus musculus (Mouse),201,"LIPID 140; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 141; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q8BSL7,reviewed,ARF2_MOUSE,ADP-ribosylation factor 2,Arf2,Mus musculus (Mouse),181,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q8BWJ3,reviewed,KPB2_MOUSE,"Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)",Phka2,Mus musculus (Mouse),1235,"LIPID 1232; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P18688"""
Q8BYP3,reviewed,RHOF_MOUSE,Rho-related GTP-binding protein RhoF,Rhof Arhf,Mus musculus (Mouse),211,"LIPID 208; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000255"""
Q8CHY3,reviewed,DYM_MOUSE,Dymeclin,Dym,Mus musculus (Mouse),669,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q7RTS9"""
Q8K2Q7,reviewed,BROX_MOUSE,BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein),Brox,Mus musculus (Mouse),411,"LIPID 408; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q8K386,reviewed,RAB15_MOUSE,Ras-related protein Rab-15,Rab15,Mus musculus (Mouse),212,"LIPID 210; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 212; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8R1F6,reviewed,HID1_MOUSE,Protein HID1 (HID1 domain-containing protein) (Protein hid-1 homolog),Hid1,Mus musculus (Mouse),788,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q8VDU1,reviewed,RHOV_MOUSE,Rho-related GTP-binding protein RhoV,Rhov,Mus musculus (Mouse),236,"LIPID 234; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9Z1Y0"""
Q91W53,reviewed,GOGA7_MOUSE,Golgin subfamily A member 7,Golga7 MNCb-1213,Mus musculus (Mouse),137,"LIPID 69; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 72; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q91Z61,reviewed,DIRA1_MOUSE,GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Small GTP-binding tumor suppressor 1),Diras1 Gbts1,Mus musculus (Mouse),198,"LIPID 195; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q923S9,reviewed,RAB30_MOUSE,Ras-related protein Rab-30,Rab30 Rsb30,Mus musculus (Mouse),203,"LIPID 199; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 200; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q99KL7,reviewed,RAB28_MOUSE,Ras-related protein Rab-28,Rab28,Mus musculus (Mouse),221,"LIPID 218; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q9CXP8,reviewed,GBG10_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10,Gng10,Mus musculus (Mouse),68,"LIPID 65; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9CYL5,reviewed,GAPR1_MOUSE,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),Glipr2 Gapr1,Mus musculus (Mouse),154,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9H4G4"""
Q9D428,reviewed,GOG7B_MOUSE,Golgin subfamily A member 7B,GOLGA7B,Mus musculus (Mouse),167,"LIPID 78; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 81; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q9D4P0,reviewed,ARL5B_MOUSE,ADP-ribosylation factor-like protein 5B (ADP-ribosylation factor-like protein 8),Arl5b Arl8,Mus musculus (Mouse),179,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q9D7F2,reviewed,LPD6B_MOUSE,Ly6/PLAUR domain-containing protein 6B,Lypd6b,Mus musculus (Mouse),172,"LIPID 148; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9D8T3,reviewed,REBL1_MOUSE,GTPase RhebL1 (Ras homolog enriched in brain-like protein 1) (Rheb-like protein 1),Rhebl1,Mus musculus (Mouse),184,"LIPID 181; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
